,acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,uri,valence,track.album.album_type,track.album.id,track.album.name,track.album.release_date,track.album.release_date_precision,track.album.total_tracks,track.album.type,track.album.uri,track.artists,track.duration_ms,track.explicit,track.href,track.id,track.name,track.popularity,track.track_number
48,0.0123,0.63,172573,0.724,6hIIF9MrnRtAJOVcKFWCg6,6.82E-06,10,0.0592,-3.048,0,0.0825,82.989,4,https://api.spotify.com/v1/tracks/6hIIF9MrnRtAJOVcKFWCg6,spotify:track:6hIIF9MrnRtAJOVcKFWCg6,0.681,single,1DrZfeqI4IvteVc7i3EA4Y,Run,2016-01-12,day,1,album,spotify:album:1DrZfeqI4IvteVc7i3EA4Y,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0S2dfczvN0sOxEw559snHT'}, 'href': 'https://api.spotify.com/v1/artists/0S2dfczvN0sOxEw559snHT', 'id': '0S2dfczvN0sOxEw559snHT', 'name': 'Tiggs Da Author', 'type': 'artist', 'uri': 'spotify:artist:0S2dfczvN0sOxEw559snHT'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1Bk2KyFVMN5PeyVyDIiLqF'}, 'href': 'https://api.spotify.com/v1/artists/1Bk2KyFVMN5PeyVyDIiLqF', 'id': '1Bk2KyFVMN5PeyVyDIiLqF', 'name': 'Lady Leshurr', 'type': 'artist', 'uri': 'spotify:artist:1Bk2KyFVMN5PeyVyDIiLqF'}]",172573,True,https://api.spotify.com/v1/tracks/6hIIF9MrnRtAJOVcKFWCg6,6hIIF9MrnRtAJOVcKFWCg6,Run,44,1
49,0.57,0.556,359785,0.898,6DuZiUskmmowv4zLdLfSxt,0.897,1,0.0951,-5.465,1,0.0587,125.99,4,https://api.spotify.com/v1/tracks/6DuZiUskmmowv4zLdLfSxt,spotify:track:6DuZiUskmmowv4zLdLfSxt,0.127,album,3V0mDywNFRF9zqzG8L8IPr,U,2016-05-06,day,10,album,spotify:album:3V0mDywNFRF9zqzG8L8IPr,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2ABBMkcUeM9hdpimo86mo6'}, 'href': 'https://api.spotify.com/v1/artists/2ABBMkcUeM9hdpimo86mo6', 'id': '2ABBMkcUeM9hdpimo86mo6', 'name': 'Tourist', 'type': 'artist', 'uri': 'spotify:artist:2ABBMkcUeM9hdpimo86mo6'}]",359785,False,https://api.spotify.com/v1/tracks/6DuZiUskmmowv4zLdLfSxt,6DuZiUskmmowv4zLdLfSxt,Run,51,3
50,0.000796,0.467,340167,0.959,6QhTm8GJoXJmFJMu46wiva,0.919,7,0.315,-6.502,1,0.0462,175.024,4,https://api.spotify.com/v1/tracks/6QhTm8GJoXJmFJMu46wiva,spotify:track:6QhTm8GJoXJmFJMu46wiva,0.823,album,290Z76V4vWxVMtAkl9nEzO,Radiance,2016-05-26,day,9,album,spotify:album:290Z76V4vWxVMtAkl9nEzO,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5FZFwUH5o4F6keBa5Dqcqc'}, 'href': 'https://api.spotify.com/v1/artists/5FZFwUH5o4F6keBa5Dqcqc', 'id': '5FZFwUH5o4F6keBa5Dqcqc', 'name': 'N-Scrypt', 'type': 'artist', 'uri': 'spotify:artist:5FZFwUH5o4F6keBa5Dqcqc'}]",340166,False,https://api.spotify.com/v1/tracks/6QhTm8GJoXJmFJMu46wiva,6QhTm8GJoXJmFJMu46wiva,Run,36,3
51,0.15,0.621,211093,0.587,0USj1B2ZoDkFsNfC5gLCKj,0.00268,7,0.111,-7.537,1,0.0376,74,4,https://api.spotify.com/v1/tracks/0USj1B2ZoDkFsNfC5gLCKj,spotify:track:0USj1B2ZoDkFsNfC5gLCKj,0.399,single,38IgdzcIBdWpX3DhJqzs8t,Lamplight Sessions EP,2016-07-01,day,4,album,spotify:album:38IgdzcIBdWpX3DhJqzs8t,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7etzKNDxaZ1LefgbGrexsN'}, 'href': 'https://api.spotify.com/v1/artists/7etzKNDxaZ1LefgbGrexsN', 'id': '7etzKNDxaZ1LefgbGrexsN', 'name': 'Wyvern Lingo', 'type': 'artist', 'uri': 'spotify:artist:7etzKNDxaZ1LefgbGrexsN'}]",211093,False,https://api.spotify.com/v1/tracks/0USj1B2ZoDkFsNfC5gLCKj,0USj1B2ZoDkFsNfC5gLCKj,Run,33,4
52,0.0226,0.764,170696,0.744,2Nmx8Baxn0dYoO5L47LOaD,8.97E-06,9,0.032,-5.601,1,0.245,156.042,4,https://api.spotify.com/v1/tracks/2Nmx8Baxn0dYoO5L47LOaD,spotify:track:2Nmx8Baxn0dYoO5L47LOaD,0.701,album,6TJZXLIClV5tzeB07ibXVR,Lost in Paradise,2017-02-03,day,12,album,spotify:album:6TJZXLIClV5tzeB07ibXVR,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4j0qbafzqnGf4ARF8tY4VL'}, 'href': 'https://api.spotify.com/v1/artists/4j0qbafzqnGf4ARF8tY4VL', 'id': '4j0qbafzqnGf4ARF8tY4VL', 'name': 'Common Kings', 'type': 'artist', 'uri': 'spotify:artist:4j0qbafzqnGf4ARF8tY4VL'}]",170696,False,https://api.spotify.com/v1/tracks/2Nmx8Baxn0dYoO5L47LOaD,2Nmx8Baxn0dYoO5L47LOaD,Run,21,7
53,0.877,0.701,276106,0.469,2JyMLTDO57dtxKjm8jNBUA,0.000152,2,0.241,-8.301,1,0.0292,112.983,4,https://api.spotify.com/v1/tracks/2JyMLTDO57dtxKjm8jNBUA,spotify:track:2JyMLTDO57dtxKjm8jNBUA,0.364,album,5el3aDTuvl62pS9F48c55u,Manchild,2017-02-04,day,9,album,spotify:album:5el3aDTuvl62pS9F48c55u,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5mqguTgtaoCMNMZD6txCh6'}, 'href': 'https://api.spotify.com/v1/artists/5mqguTgtaoCMNMZD6txCh6', 'id': '5mqguTgtaoCMNMZD6txCh6', 'name': 'Phum Viphurit', 'type': 'artist', 'uri': 'spotify:artist:5mqguTgtaoCMNMZD6txCh6'}]",276106,False,https://api.spotify.com/v1/tracks/2JyMLTDO57dtxKjm8jNBUA,2JyMLTDO57dtxKjm8jNBUA,Run,49,2
54,0.00293,0.724,190889,0.952,5ppWiJybOYxTGQ98MwVTgv,0.0356,7,0.176,-5.687,1,0.073,124.001,4,https://api.spotify.com/v1/tracks/5ppWiJybOYxTGQ98MwVTgv,spotify:track:5ppWiJybOYxTGQ98MwVTgv,0.702,single,6RALDX67gWpuJzu8yLG3xO,Run,2017-03-03,day,1,album,spotify:album:6RALDX67gWpuJzu8yLG3xO,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2E1NFr5AeEGUJkLUUsWCAO'}, 'href': 'https://api.spotify.com/v1/artists/2E1NFr5AeEGUJkLUUsWCAO', 'id': '2E1NFr5AeEGUJkLUUsWCAO', 'name': 'OFFAIAH', 'type': 'artist', 'uri': 'spotify:artist:2E1NFr5AeEGUJkLUUsWCAO'}]",190889,False,https://api.spotify.com/v1/tracks/5ppWiJybOYxTGQ98MwVTgv,5ppWiJybOYxTGQ98MwVTgv,Run,35,1
55,0.656,0.597,256167,0.238,1tUNLPSF4c0W1gcNRtNTgO,0,11,0.176,-8.967,1,0.0384,114.418,4,https://api.spotify.com/v1/tracks/1tUNLPSF4c0W1gcNRtNTgO,spotify:track:1tUNLPSF4c0W1gcNRtNTgO,0.172,album,2mab8MuzOS1gfqQRifS5Gk,Midnight,2017-03-24,day,11,album,spotify:album:2mab8MuzOS1gfqQRifS5Gk,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/40ELTAg7Kg6vbWnlyx2n9R'}, 'href': 'https://api.spotify.com/v1/artists/40ELTAg7Kg6vbWnlyx2n9R', 'id': '40ELTAg7Kg6vbWnlyx2n9R', 'name': 'Lewis Watson', 'type': 'artist', 'uri': 'spotify:artist:40ELTAg7Kg6vbWnlyx2n9R'}]",256166,False,https://api.spotify.com/v1/tracks/1tUNLPSF4c0W1gcNRtNTgO,1tUNLPSF4c0W1gcNRtNTgO,Run,14,8
56,0.959,0.772,258286,0.287,5BKsYzdDAFQciL9Y4wf09d,0.0426,1,0.331,-12.897,1,0.0365,117.945,4,https://api.spotify.com/v1/tracks/5BKsYzdDAFQciL9Y4wf09d,spotify:track:5BKsYzdDAFQciL9Y4wf09d,0.343,single,3tAfzN8JE6Jkxbx6J4Ke35,Fable,2017-03-31,day,4,album,spotify:album:3tAfzN8JE6Jkxbx6J4Ke35,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7qhWa7UI1QNZNDnzYwAYZm'}, 'href': 'https://api.spotify.com/v1/artists/7qhWa7UI1QNZNDnzYwAYZm', 'id': '7qhWa7UI1QNZNDnzYwAYZm', 'name': 'Vallis Alps', 'type': 'artist', 'uri': 'spotify:artist:7qhWa7UI1QNZNDnzYwAYZm'}]",258286,False,https://api.spotify.com/v1/tracks/5BKsYzdDAFQciL9Y4wf09d,5BKsYzdDAFQciL9Y4wf09d,Run,40,3
57,0.0753,0.588,164270,0.749,3XNEgw7ekEQW3rmNzWQMkM,0.00171,5,0.247,-6.77,0,0.0773,169.902,4,https://api.spotify.com/v1/tracks/3XNEgw7ekEQW3rmNzWQMkM,spotify:track:3XNEgw7ekEQW3rmNzWQMkM,0.632,album,1yqhpbgK7EsERBhwUnP8D7,1,2017-04-14,day,7,album,spotify:album:1yqhpbgK7EsERBhwUnP8D7,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0Eu1iITczylFIe4LmvXRky'}, 'href': 'https://api.spotify.com/v1/artists/0Eu1iITczylFIe4LmvXRky', 'id': '0Eu1iITczylFIe4LmvXRky', 'name': 'Michael Barr', 'type': 'artist', 'uri': 'spotify:artist:0Eu1iITczylFIe4LmvXRky'}]",164269,True,https://api.spotify.com/v1/tracks/3XNEgw7ekEQW3rmNzWQMkM,3XNEgw7ekEQW3rmNzWQMkM,Run,36,3
58,0.0404,0.457,211293,0.834,55SLf5UJ2jxdAMWq8zvT19,6.7E-06,8,0.119,-3.916,0,0.0553,174.013,4,https://api.spotify.com/v1/tracks/55SLf5UJ2jxdAMWq8zvT19,spotify:track:55SLf5UJ2jxdAMWq8zvT19,0.138,album,3LWJxkqwejFxiEOyis0pPl,Hypnotic,2017-04-21,day,14,album,spotify:album:3LWJxkqwejFxiEOyis0pPl,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6m8itYST9ADjBIYevXSb1r'}, 'href': 'https://api.spotify.com/v1/artists/6m8itYST9ADjBIYevXSb1r', 'id': '6m8itYST9ADjBIYevXSb1r', 'name': 'Wilkinson', 'type': 'artist', 'uri': 'spotify:artist:6m8itYST9ADjBIYevXSb1r'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0AkL5tzM3UsDlWak9E0OwH'}, 'href': 'https://api.spotify.com/v1/artists/0AkL5tzM3UsDlWak9E0OwH', 'id': '0AkL5tzM3UsDlWak9E0OwH', 'name': 'Jem Cooke', 'type': 'artist', 'uri': 'spotify:artist:0AkL5tzM3UsDlWak9E0OwH'}]",211293,False,https://api.spotify.com/v1/tracks/55SLf5UJ2jxdAMWq8zvT19,55SLf5UJ2jxdAMWq8zvT19,Run,37,12
59,2.95E-05,0.365,323366,0.913,28KYBZXnvRk560ty8mdVIQ,0.0783,4,0.699,-8.01,0,0.0687,136.128,4,https://api.spotify.com/v1/tracks/28KYBZXnvRk560ty8mdVIQ,spotify:track:28KYBZXnvRk560ty8mdVIQ,0.128,single,1CGsXbXvhfNhgFJgt4JmQm,Run,2017-06-01,day,1,album,spotify:album:1CGsXbXvhfNhgFJgt4JmQm,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7jy3rLJdDQY21OgRLCZ9sD'}, 'href': 'https://api.spotify.com/v1/artists/7jy3rLJdDQY21OgRLCZ9sD', 'id': '7jy3rLJdDQY21OgRLCZ9sD', 'name': 'Foo Fighters', 'type': 'artist', 'uri': 'spotify:artist:7jy3rLJdDQY21OgRLCZ9sD'}]",323366,False,https://api.spotify.com/v1/tracks/28KYBZXnvRk560ty8mdVIQ,28KYBZXnvRk560ty8mdVIQ,Run,55,1
60,0.238,0.605,236066,0.638,3L5rrNb5U4GMl8BmMdbnEh,0.00315,5,0.265,-4.544,1,0.0549,158.032,4,https://api.spotify.com/v1/tracks/3L5rrNb5U4GMl8BmMdbnEh,spotify:track:3L5rrNb5U4GMl8BmMdbnEh,0.288,single,4Z1cVdoMkqRuD2qri3Jsbb,Run,2017-09-01,day,1,album,spotify:album:4Z1cVdoMkqRuD2qri3Jsbb,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2L2nmE6KywF9XY6wUnSEQj'}, 'href': 'https://api.spotify.com/v1/artists/2L2nmE6KywF9XY6wUnSEQj', 'id': '2L2nmE6KywF9XY6wUnSEQj', 'name': 'Illusion', 'type': 'artist', 'uri': 'spotify:artist:2L2nmE6KywF9XY6wUnSEQj'}]",236065,False,https://api.spotify.com/v1/tracks/3L5rrNb5U4GMl8BmMdbnEh,3L5rrNb5U4GMl8BmMdbnEh,Run,17,1
61,0.213,0.575,178120,0.836,3PaqbRfUAxp91XYS2PJHZ1,0.0642,6,0.106,-8.097,1,0.0735,119.909,4,https://api.spotify.com/v1/tracks/3PaqbRfUAxp91XYS2PJHZ1,spotify:track:3PaqbRfUAxp91XYS2PJHZ1,0.247,single,4CiliSLwQhezbeC3ckOolN,Run,2017-09-15,day,1,album,spotify:album:4CiliSLwQhezbeC3ckOolN,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0hxW1uZPEjt4wuu9wNDF2y'}, 'href': 'https://api.spotify.com/v1/artists/0hxW1uZPEjt4wuu9wNDF2y', 'id': '0hxW1uZPEjt4wuu9wNDF2y', 'name': 'Matt Nash', 'type': 'artist', 'uri': 'spotify:artist:0hxW1uZPEjt4wuu9wNDF2y'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2oZ9We4LkpN7I062fHkci3'}, 'href': 'https://api.spotify.com/v1/artists/2oZ9We4LkpN7I062fHkci3', 'id': '2oZ9We4LkpN7I062fHkci3', 'name': 'Delayers', 'type': 'artist', 'uri': 'spotify:artist:2oZ9We4LkpN7I062fHkci3'}]",178120,False,https://api.spotify.com/v1/tracks/3PaqbRfUAxp91XYS2PJHZ1,3PaqbRfUAxp91XYS2PJHZ1,Run,45,1
62,0.132,0.642,219168,0.726,2KjYpOeV5QUacBRCryvgPo,0,9,0.227,-5.044,1,0.0555,81.961,4,https://api.spotify.com/v1/tracks/2KjYpOeV5QUacBRCryvgPo,spotify:track:2KjYpOeV5QUacBRCryvgPo,0.281,single,0ATs7XoyXolPxK5vADyZlH,Dream Pt. 2,2017-11-01,day,5,album,spotify:album:0ATs7XoyXolPxK5vADyZlH,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4pz4uzOMpJQyV8UTsDy4H8'}, 'href': 'https://api.spotify.com/v1/artists/4pz4uzOMpJQyV8UTsDy4H8', 'id': '4pz4uzOMpJQyV8UTsDy4H8', 'name': 'ASTRO', 'type': 'artist', 'uri': 'spotify:artist:4pz4uzOMpJQyV8UTsDy4H8'}]",219168,False,https://api.spotify.com/v1/tracks/2KjYpOeV5QUacBRCryvgPo,2KjYpOeV5QUacBRCryvgPo,Run,42,4
63,0.137,0.366,196773,0.73,4nA2XtsDPZmVCz3XoKLCKm,1.6E-05,6,0.0447,-4.864,1,0.0406,82.449,4,https://api.spotify.com/v1/tracks/4nA2XtsDPZmVCz3XoKLCKm,spotify:track:4nA2XtsDPZmVCz3XoKLCKm,0.332,album,06AzmWtWOUCb5ZKJLh68b4,Piece Of Me,2018-01-19,day,10,album,spotify:album:06AzmWtWOUCb5ZKJLh68b4,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4D3jbGqN1G7WxpRYJ1R6gL'}, 'href': 'https://api.spotify.com/v1/artists/4D3jbGqN1G7WxpRYJ1R6gL', 'id': '4D3jbGqN1G7WxpRYJ1R6gL', 'name': 'Missy Lancaster', 'type': 'artist', 'uri': 'spotify:artist:4D3jbGqN1G7WxpRYJ1R6gL'}]",196773,False,https://api.spotify.com/v1/tracks/4nA2XtsDPZmVCz3XoKLCKm,4nA2XtsDPZmVCz3XoKLCKm,Run,14,2
64,0.0111,0.465,218270,0.696,2lMoO207dax46aGAyh6Kow,0.0161,7,0.247,-9.863,1,0.0268,82.505,4,https://api.spotify.com/v1/tracks/2lMoO207dax46aGAyh6Kow,spotify:track:2lMoO207dax46aGAyh6Kow,0.565,single,4oGw0d4736JVv3Lcwi2toT,run,2018-03-01,day,1,album,spotify:album:4oGw0d4736JVv3Lcwi2toT,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/08q2kFjr9p4cJqTGU9xJgg'}, 'href': 'https://api.spotify.com/v1/artists/08q2kFjr9p4cJqTGU9xJgg', 'id': '08q2kFjr9p4cJqTGU9xJgg', 'name': 'pronoun', 'type': 'artist', 'uri': 'spotify:artist:08q2kFjr9p4cJqTGU9xJgg'}]",218269,False,https://api.spotify.com/v1/tracks/2lMoO207dax46aGAyh6Kow,2lMoO207dax46aGAyh6Kow,run,41,1
65,0.0541,0.516,171429,0.578,6DO2xG2UaqzfncoiUesSTu,0,6,0.109,-1.397,0,0.0335,97.328,4,https://api.spotify.com/v1/tracks/6DO2xG2UaqzfncoiUesSTu,spotify:track:6DO2xG2UaqzfncoiUesSTu,0.526,single,1uMxci9B3nvsFPkpDobs7m,Run,2018-03-02,day,1,album,spotify:album:1uMxci9B3nvsFPkpDobs7m,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/32Aw9aJJoXXC1Vn3zqzJbQ'}, 'href': 'https://api.spotify.com/v1/artists/32Aw9aJJoXXC1Vn3zqzJbQ', 'id': '32Aw9aJJoXXC1Vn3zqzJbQ', 'name': 'TV Noise', 'type': 'artist', 'uri': 'spotify:artist:32Aw9aJJoXXC1Vn3zqzJbQ'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/76yeOnINtQSXyoEHbkYmtY'}, 'href': 'https://api.spotify.com/v1/artists/76yeOnINtQSXyoEHbkYmtY', 'id': '76yeOnINtQSXyoEHbkYmtY', 'name': 'Drew Love', 'type': 'artist', 'uri': 'spotify:artist:76yeOnINtQSXyoEHbkYmtY'}]",171428,False,https://api.spotify.com/v1/tracks/6DO2xG2UaqzfncoiUesSTu,6DO2xG2UaqzfncoiUesSTu,Run,36,1
66,0.0477,0.754,225000,0.403,2FY7T5i797htULMjdIprsx,0.000407,0,0.127,-13.796,0,0.0315,127.997,4,https://api.spotify.com/v1/tracks/2FY7T5i797htULMjdIprsx,spotify:track:2FY7T5i797htULMjdIprsx,0.125,album,0omMZWjXFtqLPfMalZvuZ8,Promises,2018-03-16,day,25,album,spotify:album:0omMZWjXFtqLPfMalZvuZ8,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4EfCtZ83gYa9yQfn09F5RK'}, 'href': 'https://api.spotify.com/v1/artists/4EfCtZ83gYa9yQfn09F5RK', 'id': '4EfCtZ83gYa9yQfn09F5RK', 'name': 'DJ Fishbone', 'type': 'artist', 'uri': 'spotify:artist:4EfCtZ83gYa9yQfn09F5RK'}]",225000,False,https://api.spotify.com/v1/tracks/2FY7T5i797htULMjdIprsx,2FY7T5i797htULMjdIprsx,Run!,5,15
67,0.0474,0.507,179161,0.46,75tNddRgBXx6w1ylwdWcso,0.73,0,0.219,-11.886,0,0.0416,97.999,4,https://api.spotify.com/v1/tracks/75tNddRgBXx6w1ylwdWcso,spotify:track:75tNddRgBXx6w1ylwdWcso,0.0638,single,601iJTnGDMzRkPEi2Knkxt,Run,2018-03-25,day,1,album,spotify:album:601iJTnGDMzRkPEi2Knkxt,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5ZyTLGmGVyPcuv17gy4fvw'}, 'href': 'https://api.spotify.com/v1/artists/5ZyTLGmGVyPcuv17gy4fvw', 'id': '5ZyTLGmGVyPcuv17gy4fvw', 'name': 'dontask', 'type': 'artist', 'uri': 'spotify:artist:5ZyTLGmGVyPcuv17gy4fvw'}]",179160,False,https://api.spotify.com/v1/tracks/75tNddRgBXx6w1ylwdWcso,75tNddRgBXx6w1ylwdWcso,Run,24,1
68,0.14,0.787,107787,0.694,7LaLv7r8FLaAhOqKf2N99N,0,9,0.205,-4.366,1,0.238,145.119,4,https://api.spotify.com/v1/tracks/7LaLv7r8FLaAhOqKf2N99N,spotify:track:7LaLv7r8FLaAhOqKf2N99N,0.655,album,2hdRJLsW5qdvVZ0yaYpqO4,BEWARE THE BOOK OF ELI,2018-05-11,day,10,album,spotify:album:2hdRJLsW5qdvVZ0yaYpqO4,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2rhFzFmezpnW82MNqEKVry'}, 'href': 'https://api.spotify.com/v1/artists/2rhFzFmezpnW82MNqEKVry', 'id': '2rhFzFmezpnW82MNqEKVry', 'name': 'Ski Mask The Slump God', 'type': 'artist', 'uri': 'spotify:artist:2rhFzFmezpnW82MNqEKVry'}]",107786,True,https://api.spotify.com/v1/tracks/7LaLv7r8FLaAhOqKf2N99N,7LaLv7r8FLaAhOqKf2N99N,RUN,60,2
69,0.0366,0.384,259213,0.981,7yMPc0m25BDyXU1xrGkiSQ,0,8,0.134,-3.164,1,0.0739,178.004,4,https://api.spotify.com/v1/tracks/7yMPc0m25BDyXU1xrGkiSQ,spotify:track:7yMPc0m25BDyXU1xrGkiSQ,0.468,album,5EL7LvV9ulZTHo63RJX2cn,RUN!,2018-05-11,day,9,album,spotify:album:5EL7LvV9ulZTHo63RJX2cn,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/20bAxKr0YrCvceZeLqs37e'}, 'href': 'https://api.spotify.com/v1/artists/20bAxKr0YrCvceZeLqs37e', 'id': '20bAxKr0YrCvceZeLqs37e', 'name': 'Nomy', 'type': 'artist', 'uri': 'spotify:artist:20bAxKr0YrCvceZeLqs37e'}]",259213,True,https://api.spotify.com/v1/tracks/7yMPc0m25BDyXU1xrGkiSQ,7yMPc0m25BDyXU1xrGkiSQ,RUN!,22,1
70,0.0222,0.604,230261,0.83,5exAIN5MvefKPt426uKnxx,6.52E-05,11,0.165,-3.14,0,0.0336,93.985,4,https://api.spotify.com/v1/tracks/5exAIN5MvefKPt426uKnxx,spotify:track:5exAIN5MvefKPt426uKnxx,0.639,album,2Os4qaiAkGibVhjVTH4pEH,Best of Cascada,2018-05-18,day,30,album,spotify:album:2Os4qaiAkGibVhjVTH4pEH,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0N0d3kjwdY2h7UVuTdJGfp'}, 'href': 'https://api.spotify.com/v1/artists/0N0d3kjwdY2h7UVuTdJGfp', 'id': '0N0d3kjwdY2h7UVuTdJGfp', 'name': 'Cascada', 'type': 'artist', 'uri': 'spotify:artist:0N0d3kjwdY2h7UVuTdJGfp'}]",230260,True,https://api.spotify.com/v1/tracks/5exAIN5MvefKPt426uKnxx,5exAIN5MvefKPt426uKnxx,Run,9,14
71,0.815,0.511,224388,0.423,3pcH3fiTh7l8dny4nOkc5U,0.017,1,0.107,-10.69,1,0.0281,97.526,4,https://api.spotify.com/v1/tracks/3pcH3fiTh7l8dny4nOkc5U,spotify:track:3pcH3fiTh7l8dny4nOkc5U,0.0982,single,4nIjfCHF8t4pLK6GZ6q2Va,Run,2018-05-25,day,1,album,spotify:album:4nIjfCHF8t4pLK6GZ6q2Va,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6EmD2wtIOZ2WEWp0w9Zyxp'}, 'href': 'https://api.spotify.com/v1/artists/6EmD2wtIOZ2WEWp0w9Zyxp', 'id': '6EmD2wtIOZ2WEWp0w9Zyxp', 'name': 'Ella Grace', 'type': 'artist', 'uri': 'spotify:artist:6EmD2wtIOZ2WEWp0w9Zyxp'}]",224387,False,https://api.spotify.com/v1/tracks/3pcH3fiTh7l8dny4nOkc5U,3pcH3fiTh7l8dny4nOkc5U,Run,41,1
72,0.187,0.764,226840,0.685,6qBwmCd2cLd4O7uIGfvak1,6.74E-05,4,0.0739,-6.71,0,0.069,136.95,4,https://api.spotify.com/v1/tracks/6qBwmCd2cLd4O7uIGfvak1,spotify:track:6qBwmCd2cLd4O7uIGfvak1,0.613,album,1hRYipX64G3lncvBsR8Fry,Jinah Restaurant Full Course,2018-06-26,day,13,album,spotify:album:1hRYipX64G3lncvBsR8Fry,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4SzO3ea2qcjg1uLyNJAWnM'}, 'href': 'https://api.spotify.com/v1/artists/4SzO3ea2qcjg1uLyNJAWnM', 'id': '4SzO3ea2qcjg1uLyNJAWnM', 'name': 'Lee Jin-Ah', 'type': 'artist', 'uri': 'spotify:artist:4SzO3ea2qcjg1uLyNJAWnM'}]",226839,False,https://api.spotify.com/v1/tracks/6qBwmCd2cLd4O7uIGfvak1,6qBwmCd2cLd4O7uIGfvak1,RUN,46,1
73,0.405,0.555,160400,0.422,1MjMpqiHCPQdPUdG44P2U4,0.0569,8,0.135,-11.541,0,0.0372,170.115,4,https://api.spotify.com/v1/tracks/1MjMpqiHCPQdPUdG44P2U4,spotify:track:1MjMpqiHCPQdPUdG44P2U4,0.35,single,7IjcTZQThdCKOl7DYvX0Zu,SKÁLD,2018-07-20,day,3,album,spotify:album:7IjcTZQThdCKOl7DYvX0Zu,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3uliAYf4KyTkBpVf3BiWVv'}, 'href': 'https://api.spotify.com/v1/artists/3uliAYf4KyTkBpVf3BiWVv', 'id': '3uliAYf4KyTkBpVf3BiWVv', 'name': 'SKÁLD', 'type': 'artist', 'uri': 'spotify:artist:3uliAYf4KyTkBpVf3BiWVv'}]",160400,False,https://api.spotify.com/v1/tracks/1MjMpqiHCPQdPUdG44P2U4,1MjMpqiHCPQdPUdG44P2U4,Rún,45,3
74,0.0389,0.803,166560,0.638,3ExYesjg63TT202fbLZhNS,0,10,0.0625,-3.939,0,0.156,92.877,4,https://api.spotify.com/v1/tracks/3ExYesjg63TT202fbLZhNS,spotify:track:3ExYesjg63TT202fbLZhNS,0.436,single,1yPpxBWNlCcmsI1GarBctG,RUN,2018-08-24,day,1,album,spotify:album:1yPpxBWNlCcmsI1GarBctG,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1gUi2utSbJLNPddYENJAp4'}, 'href': 'https://api.spotify.com/v1/artists/1gUi2utSbJLNPddYENJAp4', 'id': '1gUi2utSbJLNPddYENJAp4', 'name': 'Abhi The Nomad', 'type': 'artist', 'uri': 'spotify:artist:1gUi2utSbJLNPddYENJAp4'}]",166559,True,https://api.spotify.com/v1/tracks/3ExYesjg63TT202fbLZhNS,3ExYesjg63TT202fbLZhNS,RUN,46,1
75,0.00709,0.615,174986,0.68,5hLvfiqglyqDpse1EVoXXR,0.686,6,0.102,-5.968,1,0.0781,149.984,4,https://api.spotify.com/v1/tracks/5hLvfiqglyqDpse1EVoXXR,spotify:track:5hLvfiqglyqDpse1EVoXXR,0.458,single,5wophjYeY5WW8UCfw8j5Cr,RUN!,2018-09-19,day,3,album,spotify:album:5wophjYeY5WW8UCfw8j5Cr,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1fVXf3tO0sp3If22KW4GWL'}, 'href': 'https://api.spotify.com/v1/artists/1fVXf3tO0sp3If22KW4GWL', 'id': '1fVXf3tO0sp3If22KW4GWL', 'name': 'Labrabass', 'type': 'artist', 'uri': 'spotify:artist:1fVXf3tO0sp3If22KW4GWL'}]",174985,False,https://api.spotify.com/v1/tracks/5hLvfiqglyqDpse1EVoXXR,5hLvfiqglyqDpse1EVoXXR,Run,21,2
